ulysses miller	24	3.53	M	WA
victor hernandez	21	2.52	M	CA
oscar young	21	0.34	F	CA
luke ovid	24	3.17	F	AZ
quinn ellison	21	1.13	M	WA
quinn xylophone	24	2.07	M	FL
nick underhill	21	0.15	F	FL
rachel miller	19	3.38	M	WA
mike van buren	19	1.74	M	AZ
zach van buren	21	0.34	F	WA
irene zipper	22	0.54	M	CA
sarah garcia	19	3.87	M	AZ
rachel van buren	20	0.35	F	WA
fred davidson	22	1.57	F	AZ
nick hernandez	19	2.11	F	AZ
irene polk	18	3.89	F	AZ
katie young	22	2.88	F	WA
priscilla ovid	19	3.28	F	AZ
jessica hernandez	20	3.13	F	AZ
yuri allen	22	3.51	M	AZ
victor garcia	21	3.45	F	FL
zach johnson	18	0.95	F	WA
yuri zipper	24	3.44	F	CA
alice falkner	23	3.72	F	CA
gabriella allen	22	3.61	F	WA
bob nixon	20	3.34	F	AZ
bob white	23	2.93	F	FL
holly steinbeck	21	1.81	M	AZ
wendy van buren	24	1.09	M	FL
calvin brown	24	2.08	M	WA
irene young	20	2.66	F	AZ
holly van buren	20	2.37	M	FL
katie underhill	20	0.63	M	FL
quinn hernandez	24	0.31	M	WA
fred nixon	22	1.76	M	AZ
luke ellison	20	1.1	F	FL
quinn nixon	19	0.3	M	CA
ethan underhill	24	2.25	F	WA
fred underhill	18	3.88	F	AZ
jessica brown	22	3.66	M	FL
katie falkner	18	3.96	M	AZ
calvin ellison	22	2.23	F	AZ
zach carson	18	0.46	M	AZ
priscilla polk	24	2.99	F	WA
rachel zipper	23	3.26	F	FL
holly king	20	1.23	M	FL
zach carson	20	2.6	F	AZ
fred xylophone	20	3.15	F	FL
gabriella miller	21	1.73	F	WA
david laertes	19	3.43	F	FL
tom garcia	24	2.78	M	FL
ethan king	18	3.13	F	CA
david hernandez	21	2.52	M	AZ
wendy ichabod	22	2.81	M	AZ
alice young	23	0.25	F	FL
tom xylophone	18	2.78	M	WA
ulysses carson	21	2.26	F	FL
nick garcia	18	2.23	M	WA
gabriella ellison	21	1.18	F	CA
ethan miller	18	2.15	F	AZ
tom zipper	20	2.56	F	FL
wendy white	23	1.12	M	FL
luke ovid	22	1.68	M	FL
wendy xylophone	18	2.58	F	AZ
quinn garcia	24	3.65	F	FL
holly ellison	20	0.26	M	FL
yuri hernandez	19	2.5	F	WA
tom underhill	24	2.68	M	WA
ulysses king	20	1.76	M	AZ
fred thompson	18	1.55	F	FL
gabriella ichabod	18	1.59	F	FL
xavier ichabod	22	3.57	F	AZ
zach ichabod	21	0.62	M	WA
priscilla robinson	22	1.48	F	CA
holly hernandez	24	3.53	M	WA
tom hernandez	20	2.6	F	AZ
david white	21	0.75	F	WA
rachel ellison	23	2.21	F	WA
quinn ellison	20	1.73	M	AZ
oscar falkner	23	3.78	M	FL
nick quirinius	21	2.87	F	AZ
ethan johnson	23	0.75	F	WA
calvin ovid	20	2.5	M	WA
zach hernandez	20	2.32	F	AZ
rachel white	19	3.17	F	WA
holly king	22	2.24	M	FL
quinn zipper	20	1.08	F	CA
katie underhill	24	1.37	F	WA
victor ichabod	21	2.73	F	AZ
david quirinius	19	0.09	F	WA
mike allen	23	0.41	M	FL
luke garcia	21	0.33	F	WA
fred xylophone	18	2.79	M	CA
zach zipper	20	2.53	M	AZ
priscilla young	22	0.93	F	CA
xavier steinbeck	20	2.99	M	WA
tom nixon	23	2.27	F	AZ
bob polk	22	2.62	F	WA
luke xylophone	22	2.25	M	FL
victor xylophone	18	2.75	F	FL
gabriella white	23	3.08	M	AZ
rachel brown	18	1.26	M	FL
nick carson	20	2.77	F	WA
victor brown	18	3.18	F	WA
priscilla miller	18	1.78	F	CA
calvin ichabod	19	2.08	F	WA
katie miller	22	0.21	F	AZ
mike robinson	19	1.17	M	AZ
alice quirinius	21	3.08	F	WA
ulysses van buren	20	1.97	F	AZ
tom brown	18	1.16	M	WA
oscar nixon	24	0.98	M	AZ
holly hernandez	19	3.62	F	AZ
bob davidson	20	1.97	F	AZ
xavier king	18	0.62	M	AZ
luke ovid	24	0.46	M	AZ
gabriella davidson	23	3.73	M	CA
ethan xylophone	20	0.32	M	AZ
victor ichabod	19	1.45	F	CA
holly xylophone	24	3.61	M	WA
bob hernandez	18	1.46	M	CA
alice johnson	23	2.42	M	WA
bob van buren	18	0.94	F	CA
xavier miller	19	2.89	M	AZ
quinn garcia	21	0.59	M	AZ
jessica miller	21	3.5	M	AZ
quinn king	21	0.34	M	CA
mike nixon	24	3.4	M	AZ
holly hernandez	24	0.97	M	AZ
tom garcia	19	0.66	F	AZ
alice thompson	20	2.5	F	WA
ulysses underhill	21	2.3	F	WA
sarah johnson	18	0.9	F	FL
ethan allen	20	0.24	F	WA
oscar falkner	21	3.46	F	AZ
david zipper	22	1.72	M	AZ
yuri davidson	20	1.83	M	AZ
jessica davidson	21	3.06	F	FL
nick quirinius	18	1.25	F	AZ
tom ichabod	20	2.37	F	CA
gabriella ichabod	21	3.1	M	AZ
xavier johnson	24	3.48	F	AZ
zach garcia	20	1.69	M	AZ
fred robinson	23	2.18	F	WA
alice miller	21	3.15	M	FL
gabriella van buren	18	2.92	F	WA
ethan ellison	23	2.32	M	FL
fred white	21	1.16	F	FL
mike zipper	21	0.67	M	FL
tom ellison	24	3.7	M	AZ
bob ellison	19	0.49	F	CA
bob brown	22	2.88	F	FL
quinn white	19	2.31	M	FL
bob nixon	24	1.86	F	CA
wendy white	19	0.52	F	FL
calvin underhill	20	3.67	F	CA
ulysses steinbeck	18	0.4	M	FL
oscar king	24	2.86	M	FL
priscilla carson	19	0.07	F	AZ
priscilla garcia	19	1.88	M	WA
gabriella nixon	22	1.16	M	FL
quinn ichabod	24	0.79	M	CA
calvin garcia	18	0.67	M	FL
holly garcia	22	0.59	F	WA
victor davidson	22	1.05	M	AZ
holly nixon	18	2.99	F	FL
calvin hernandez	21	0.42	M	FL
ethan miller	18	1.72	M	WA
gabriella carson	23	1.61	M	CA
oscar young	24	2.65	M	WA
fred zipper	19	3.9	M	FL
xavier white	22	3.19	F	CA
luke laertes	18	2.41	M	WA
nick allen	20	3.45	M	AZ
bob underhill	24	1.31	F	WA
nick garcia	21	3.12	M	FL
xavier underhill	19	0.63	M	FL
gabriella quirinius	20	0.65	F	AZ
quinn carson	23	1.8	M	WA
holly garcia	21	0.39	F	WA
fred allen	20	2.71	F	AZ
mike underhill	23	0.77	M	AZ
quinn white	19	3.1	F	WA
rachel thompson	24	1.9	M	AZ
quinn king	21	2.65	M	FL
victor laertes	22	2.25	F	FL
bob hernandez	18	0.42	F	FL
tom thompson	21	3.83	M	WA
david miller	24	2.46	F	AZ
oscar laertes	18	1.19	M	AZ
gabriella brown	18	2.52	M	AZ
calvin king	23	2.9	M	FL
quinn young	23	3.28	F	WA
priscilla polk	22	2.71	M	FL
quinn allen	18	0.24	F	AZ
irene robinson	18	3.29	M	FL
priscilla johnson	22	0.66	M	AZ
ethan van buren	21	3.81	M	CA
katie underhill	20	1.22	F	FL
nick nixon	23	1.12	F	WA
xavier xylophone	24	2.53	F	FL
xavier garcia	20	2.39	F	AZ
zach miller	24	1.99	M	WA
ulysses thompson	19	2.05	F	CA
fred allen	20	1.42	M	WA
victor falkner	24	0.38	F	CA
ethan ellison	23	1.39	F	AZ
calvin davidson	20	0.01	M	AZ
gabriella nixon	19	1.33	F	AZ
irene nixon	22	1.53	F	AZ
gabriella davidson	21	0.35	F	FL
david ellison	21	2.55	M	AZ
sarah davidson	20	0.94	F	AZ
yuri allen	24	1.76	F	AZ
ethan hernandez	20	2.07	F	FL
jessica underhill	23	0.88	M	FL
gabriella davidson	20	3.48	F	FL
nick miller	22	2.82	M	CA
holly ovid	23	3.55	F	CA
david robinson	24	0.06	F	WA
katie ovid	22	0.92	M	WA
rachel xylophone	23	0.96	F	CA
katie thompson	23	2.52	F	CA
luke van buren	21	1.42	F	FL
tom zipper	21	0.97	M	FL
quinn zipper	19	3.5	M	AZ
luke johnson	21	0.87	F	FL
david miller	24	2.6	M	CA
victor polk	19	2.32	M	WA
nick laertes	23	2.9	M	WA
tom ellison	22	2.39	F	AZ
yuri ichabod	18	1.43	F	AZ
rachel brown	18	0.74	F	AZ
victor brown	22	3.22	F	AZ
mike white	24	0.05	M	FL
katie davidson	24	2.92	M	FL
jessica young	23	1.53	M	WA
yuri garcia	23	2.74	M	WA
fred zipper	23	0.76	M	FL
gabriella nixon	20	1.62	M	AZ
alice young	22	2.77	F	CA
quinn brown	21	1.38	F	AZ
priscilla polk	19	0.52	F	AZ
katie carson	22	0.66	M	FL
katie polk	19	2.96	M	CA
sarah thompson	20	2.89	F	CA
xavier young	22	0.18	M	AZ
luke garcia	23	1.62	F	WA
jessica king	22	3.58	M	FL
victor white	23	2.28	M	WA
ethan ovid	22	0.6	F	AZ
oscar king	19	0.67	M	FL
wendy van buren	22	1.96	F	CA
luke hernandez	18	2.65	F	AZ
mike carson	20	1.47	F	WA
sarah nixon	18	3.05	M	AZ
rachel miller	19	3.15	M	AZ
fred laertes	22	1.77	M	FL
quinn johnson	21	0.54	M	CA
gabriella carson	22	1.38	F	AZ
nick zipper	18	0.16	M	FL
oscar van buren	20	2.51	M	FL
sarah king	21	3.51	F	FL
holly davidson	20	3.8	F	FL
david hernandez	23	1.18	F	WA
oscar king	19	1.65	M	WA
calvin carson	24	3.47	F	WA
yuri miller	22	3.46	M	FL
sarah hernandez	19	3.23	M	WA
quinn brown	24	1.03	F	CA
jessica xylophone	20	1.88	M	WA
tom quirinius	21	1.43	F	FL
bob van buren	21	0.81	F	WA
zach garcia	20	1.63	M	AZ
fred garcia	22	0.25	M	FL
wendy ichabod	19	0.46	M	WA
zach miller	24	2.99	M	CA
katie falkner	24	2.45	M	WA
calvin laertes	22	0.36	F	AZ
ethan carson	22	3.68	F	WA
alice young	21	1.62	M	WA
xavier johnson	23	2.97	F	AZ
sarah carson	22	0.18	M	FL
priscilla carson	21	1.7	F	CA
tom polk	18	1.91	M	FL
quinn falkner	21	0.86	M	FL
sarah xylophone	20	1.39	F	AZ
mike ichabod	24	0.17	M	AZ
quinn miller	18	0.17	M	AZ
tom steinbeck	18	1.78	F	AZ
calvin garcia	24	1.64	M	WA
gabriella steinbeck	18	1.27	F	FL
ethan ovid	19	2.03	F	WA
wendy falkner	22	3.04	M	AZ
quinn brown	18	1.39	F	FL
irene carson	21	1.21	M	AZ
holly white	23	3.77	M	WA
irene nixon	21	1.87	M	AZ
irene polk	22	0.58	F	WA
ulysses miller	23	3.15	F	CA
david ovid	24	0.24	M	WA
jessica carson	19	3.99	M	WA
jessica ellison	23	0.91	F	AZ
zach king	20	1.74	M	CA
nick ichabod	20	3.81	M	FL
ulysses ichabod	19	1.4	M	CA
calvin quirinius	23	2.93	F	CA
luke white	18	0.51	M	FL
xavier underhill	21	0.01	F	FL
jessica white	24	1	F	CA
nick steinbeck	18	3.8	F	CA
xavier young	19	0.46	M	CA
priscilla carson	20	2.29	M	AZ
fred carson	21	2.97	F	WA
priscilla carson	24	2.89	F	CA
victor young	18	3.09	F	AZ
sarah robinson	22	1.4	M	WA
bob brown	21	0.45	F	CA
ulysses carson	24	3.13	F	CA
rachel thompson	19	0.04	M	FL
katie zipper	22	1.93	M	FL
victor carson	24	1.54	M	FL
victor robinson	22	1.13	F	WA
victor allen	24	2.8	F	WA
katie king	23	3.56	F	FL
katie king	22	3.2	M	WA
alice steinbeck	18	0.13	M	FL
ulysses young	23	2.52	M	AZ
priscilla white	23	1.51	F	AZ
calvin falkner	24	3.87	F	FL
alice miller	22	0.81	M	WA
ethan white	24	3.4	M	AZ
bob zipper	24	1.62	F	WA
zach zipper	23	2.64	M	AZ
alice thompson	24	1.88	M	CA
nick king	23	1.8	F	FL
luke quirinius	20	2.75	F	AZ
zach ichabod	18	1.64	F	AZ
calvin hernandez	19	3.6	M	FL
zach brown	24	0.35	F	WA
xavier white	22	3.87	F	CA
tom zipper	22	1.41	F	FL
wendy falkner	18	0.07	F	FL
rachel carson	23	3.35	M	AZ
luke garcia	20	2.42	M	CA
katie king	23	0.19	F	WA
victor robinson	21	3.51	M	WA
tom allen	22	0.76	F	FL
fred underhill	18	3.45	F	FL
luke zipper	18	0.66	M	FL
yuri allen	21	0.43	F	FL
quinn van buren	19	0.94	M	FL
tom xylophone	23	4	M	WA
zach garcia	23	0.98	F	AZ
holly zipper	21	0.64	M	AZ
mike allen	22	1.54	F	CA
david davidson	21	2.36	M	AZ
fred miller	20	0.07	M	WA
bob davidson	23	1.29	M	WA
david thompson	24	0.66	M	AZ
ulysses laertes	20	2.59	F	CA
mike xylophone	19	3.56	F	FL
bob xylophone	19	0.8	M	WA
jessica allen	18	3.69	F	WA
alice white	21	1.89	F	AZ
wendy laertes	22	2.47	F	WA
oscar robinson	21	2.81	M	WA
holly nixon	24	1.95	M	CA
yuri brown	24	1.33	M	AZ
wendy ellison	18	1.27	M	FL
gabriella ellison	21	3.04	M	FL
fred nixon	23	0.61	F	AZ
irene quirinius	22	1.42	F	FL
irene robinson	21	1.04	M	AZ
alice johnson	23	1.25	M	WA
irene allen	18	1.83	F	FL
bob young	20	1.11	F	FL
katie nixon	23	0.59	F	AZ
xavier van buren	20	1.09	M	FL
sarah brown	20	2.75	M	AZ
victor thompson	18	3.63	M	AZ
luke johnson	24	3.23	F	AZ
tom thompson	24	2.09	F	WA
wendy thompson	24	0.29	M	AZ
wendy miller	23	1.76	F	CA
priscilla young	22	2.06	F	AZ
zach nixon	22	0.64	M	WA
quinn underhill	20	0.22	M	AZ
david allen	18	0.07	M	AZ
nick quirinius	22	1.32	F	CA
ulysses ovid	21	2.01	M	AZ
oscar white	24	0.74	M	CA
xavier ellison	19	0.55	M	AZ
tom king	20	0.91	M	WA
luke johnson	18	2.54	M	AZ
irene xylophone	21	1.65	F	FL
yuri polk	24	3.19	M	AZ
sarah xylophone	19	3.52	M	AZ
bob hernandez	21	1.78	F	CA
jessica thompson	23	3.72	M	WA
ulysses ichabod	18	2.12	F	CA
ethan hernandez	21	1.3	F	CA
fred van buren	24	1.9	F	WA
quinn thompson	22	3.14	M	AZ
katie van buren	20	2.66	M	WA
luke miller	24	3.85	M	FL
priscilla robinson	21	0.06	F	AZ
jessica hernandez	22	3.65	F	AZ
ulysses hernandez	20	1.86	F	AZ
alice laertes	20	2.18	M	CA
irene johnson	22	1.07	F	CA
xavier davidson	23	1.37	M	AZ
wendy van buren	19	0.16	M	WA
oscar zipper	21	0.56	M	AZ
david garcia	23	2.06	M	WA
yuri van buren	18	2.75	M	AZ
rachel nixon	23	0.51	M	WA
wendy xylophone	21	0.85	M	WA
rachel white	23	2.48	M	AZ
katie ichabod	23	0.84	M	WA
katie king	21	0.54	F	WA
nick allen	23	1.24	F	CA
sarah davidson	24	1.13	F	WA
ulysses polk	20	0.13	F	WA
alice garcia	21	0.36	F	AZ
quinn nixon	18	0.07	F	FL
alice white	20	3.46	F	FL
wendy thompson	23	1.28	M	WA
mike johnson	22	1.36	M	WA
luke laertes	22	0.53	F	AZ
victor polk	22	3.15	F	FL
xavier brown	22	1.97	F	AZ
sarah xylophone	19	0.69	F	AZ
tom ichabod	24	0.94	M	CA
ulysses robinson	20	2.81	M	WA
mike carson	18	3.14	F	AZ
xavier ichabod	24	2.8	M	AZ
xavier ellison	22	0.52	F	FL
jessica brown	20	3.98	F	WA
victor ichabod	23	2.88	F	WA
yuri davidson	24	2.66	M	AZ
david ovid	19	3.27	M	AZ
alice hernandez	23	1.41	F	WA
david robinson	21	1.28	F	AZ
oscar allen	21	0.04	F	CA
wendy king	21	3.77	F	FL
david underhill	20	1.6	F	FL
quinn brown	24	0.41	F	FL
gabriella steinbeck	21	1.58	M	FL
priscilla nixon	19	3.72	M	AZ
wendy carson	19	2.62	F	AZ
nick ellison	24	0.81	M	AZ
luke van buren	20	3.92	F	FL
jessica hernandez	20	0.92	M	WA
ethan young	24	1.28	F	AZ
david zipper	23	0.65	M	FL
jessica thompson	20	0.59	F	WA
jessica brown	21	1.49	F	CA
quinn hernandez	18	2.6	F	WA
gabriella zipper	22	0.96	M	AZ
priscilla brown	23	0.09	M	WA
calvin nixon	19	3.06	M	WA
victor laertes	18	3.61	F	FL
bob allen	24	1	M	AZ
victor garcia	20	3.68	M	CA
rachel davidson	22	1.73	F	WA
david johnson	22	0.54	M	WA
priscilla johnson	19	1.24	F	CA
katie miller	20	0.47	M	AZ
xavier steinbeck	19	0.59	M	AZ
nick falkner	20	1.37	F	WA
ethan hernandez	23	0.09	F	CA
jessica miller	21	2.17	M	FL
katie robinson	19	2.49	M	WA
rachel falkner	20	2.75	F	AZ
sarah young	18	3.66	F	AZ
quinn garcia	18	1.19	M	AZ
david allen	18	2.87	M	AZ
zach ellison	19	3.36	M	WA
luke carson	23	0.85	M	FL
katie white	18	0.51	M	AZ
fred quirinius	24	3.43	M	CA
irene ellison	19	2.66	F	CA
irene laertes	24	1.06	F	WA
xavier johnson	19	0.81	M	WA
alice thompson	19	0.38	F	FL
priscilla nixon	24	3.09	M	WA
holly ovid	19	0.66	M	CA
alice davidson	22	3.52	F	FL
irene king	22	2.05	M	WA
rachel robinson	23	2.71	F	AZ
luke thompson	18	1.66	M	AZ
victor thompson	19	1.05	F	AZ
wendy quirinius	21	3.62	F	AZ
bob xylophone	22	2.32	F	CA
xavier underhill	21	2.71	F	FL
bob davidson	21	3.02	M	AZ
yuri hernandez	21	3.68	M	CA
holly young	20	0.09	M	WA
fred underhill	24	3.72	F	WA
quinn garcia	21	3.78	M	AZ
xavier underhill	20	0.57	F	FL
ethan van buren	23	3.6	M	AZ
irene ovid	22	2.46	F	FL
victor polk	21	1.82	F	FL
jessica polk	18	3	F	AZ
fred laertes	22	2.48	M	AZ
oscar brown	18	2.29	F	AZ
priscilla steinbeck	18	2.55	M	AZ
priscilla van buren	22	2.9	M	WA
victor brown	23	1.56	F	CA
victor young	20	3.29	M	FL
ulysses hernandez	19	1.1	M	FL
rachel laertes	23	3.27	M	WA
fred ellison	19	3.54	M	WA
quinn johnson	22	2.18	M	FL
wendy allen	19	2.38	F	WA
fred thompson	19	2.66	F	WA
david allen	23	3.21	M	WA
gabriella falkner	18	3.18	F	WA
alice davidson	23	1.24	F	FL
gabriella laertes	18	3.19	M	FL
mike miller	20	0.36	M	WA
rachel brown	20	3.03	F	CA
tom white	21	1.99	F	WA
tom ichabod	23	1.77	M	FL
bob laertes	20	3.07	M	CA
ethan robinson	24	2.67	F	AZ
oscar xylophone	23	1.96	M	WA
priscilla davidson	18	1.38	M	AZ
priscilla garcia	19	2.84	F	FL
bob quirinius	23	2.52	M	FL
zach quirinius	19	0.47	F	AZ
oscar steinbeck	20	0.07	M	CA
ulysses underhill	22	3.18	M	FL
jessica xylophone	21	3.9	F	WA
jessica laertes	23	3.91	M	WA
calvin xylophone	20	0.53	F	AZ
ethan johnson	18	0.91	F	AZ
xavier robinson	19	3.71	F	WA
fred garcia	20	2.23	F	FL
wendy zipper	23	4	M	WA
wendy brown	18	0.07	M	WA
alice thompson	19	2.7	F	FL
priscilla young	21	1.6	M	FL
holly brown	21	1.15	M	FL
victor laertes	21	3.59	M	WA
oscar davidson	20	0.55	F	WA
david white	18	2.47	M	WA
ethan underhill	19	1.95	F	WA
xavier nixon	24	0.53	F	WA
holly xylophone	18	0.03	M	WA
bob miller	23	1.81	M	AZ
zach ichabod	22	3	M	AZ
quinn van buren	19	0.1	M	CA
quinn davidson	24	3.54	F	WA
luke ovid	22	2.91	M	WA
tom thompson	23	0.29	M	AZ
calvin ichabod	19	0.35	F	AZ
mike carson	20	2.32	M	FL
bob thompson	20	1.26	F	AZ
nick king	24	0.13	M	FL
zach carson	18	0.65	M	CA
fred allen	24	3.46	F	AZ
zach white	23	0.03	M	AZ
priscilla hernandez	19	1.91	M	WA
nick quirinius	23	3.88	M	CA
quinn zipper	20	1.16	M	WA
victor young	20	1.77	F	WA
jessica young	22	3.6	F	WA
calvin thompson	21	3.34	M	CA
holly steinbeck	19	3.33	M	WA
wendy king	20	3.62	F	CA
yuri xylophone	23	1.57	F	WA
xavier johnson	24	2.55	F	WA
victor polk	21	1.98	M	WA
tom thompson	21	0.81	M	WA
sarah miller	20	1.79	M	AZ
tom davidson	19	0.75	F	AZ
mike van buren	22	0.45	M	CA
wendy king	21	3.75	F	FL
wendy carson	19	3.76	F	AZ
luke falkner	19	2.24	F	CA
sarah laertes	23	3.95	M	FL
priscilla underhill	19	3.37	F	WA
irene davidson	18	0.4	F	AZ
mike young	20	0.56	F	CA
gabriella quirinius	18	0.58	F	AZ
sarah zipper	22	0.12	F	CA
oscar quirinius	20	1.25	F	WA
victor underhill	23	1.52	F	WA
xavier garcia	23	1.01	M	FL
irene young	24	1.27	F	AZ
irene allen	22	0.05	M	CA
oscar steinbeck	20	2.02	M	AZ
xavier thompson	24	2.32	F	WA
katie thompson	19	3.84	F	FL
ulysses king	20	0.29	M	FL
quinn steinbeck	19	2.84	M	AZ
oscar falkner	22	2	F	AZ
alice carson	19	1.88	M	WA
irene ichabod	24	1.55	F	FL
zach young	19	2.26	F	FL
katie ichabod	23	1.58	M	FL
zach young	23	1.51	F	CA
alice underhill	23	2.43	M	AZ
ulysses quirinius	21	2.59	F	FL
rachel hernandez	20	0	M	AZ
mike zipper	18	0.19	M	CA
ulysses hernandez	24	0.77	M	FL
holly garcia	22	2.6	M	FL
alice zipper	24	2.17	M	AZ
wendy thompson	20	3.83	M	WA
priscilla miller	18	0.99	F	FL
david xylophone	21	1.97	F	WA
alice johnson	19	0.74	F	WA
nick davidson	20	0.25	M	AZ
calvin underhill	21	3.24	F	AZ
mike davidson	23	0.6	M	FL
nick allen	24	2.6	F	AZ
sarah miller	21	0.43	M	FL
oscar xylophone	22	2.19	F	AZ
priscilla laertes	22	0.91	F	CA
ethan xylophone	19	0.18	F	FL
oscar falkner	19	0.11	M	AZ
holly young	18	0.25	M	CA
victor thompson	21	2.17	M	AZ
nick ellison	23	0.96	M	AZ
calvin xylophone	21	3.26	F	CA
tom young	20	0.85	M	FL
alice laertes	21	0.74	F	FL
mike quirinius	23	1.28	F	AZ
katie nixon	19	1.99	F	AZ
quinn zipper	24	0.74	M	WA
rachel ellison	22	3.43	M	WA
david king	18	3.97	M	CA
luke xylophone	24	0.24	F	FL
katie miller	18	0.85	F	WA
quinn robinson	22	1.79	M	AZ
mike allen	23	3.8	F	FL
nick johnson	22	2	M	AZ
luke miller	18	0.72	F	WA
calvin brown	20	0.54	F	FL
ulysses nixon	21	2.18	M	AZ
wendy allen	23	1.38	F	WA
alice carson	19	2.08	M	AZ
quinn carson	22	1.94	M	CA
mike nixon	23	1.34	F	WA
luke davidson	24	1.14	M	AZ
xavier van buren	24	0.4	F	WA
sarah laertes	23	1.39	M	AZ
oscar robinson	23	1.25	F	WA
ethan allen	22	3.23	F	WA
sarah nixon	19	0.2	M	AZ
ulysses king	23	1.97	M	WA
holly hernandez	18	3.49	M	AZ
ulysses allen	22	3.72	F	CA
irene van buren	23	2.89	M	FL
gabriella white	23	1.2	F	AZ
mike thompson	21	3.46	F	FL
alice zipper	22	1.8	F	WA
xavier ovid	20	0.87	F	AZ
jessica steinbeck	21	3.86	M	CA
sarah miller	20	1.08	F	WA
jessica nixon	23	1.22	F	FL
